accession	ESMC 600M	ESM3 Open	ESMC 6B	ESM3 Medium	ESM3 Large	n_models_low	mean_ppl_all_models	family	organism	protein_name
Q66810	False	False	False	False	True	1	13.502920955261766	Filoviridae	Tai Forest ebolavirus (strain Cote d'Ivoire-94) (TAFV) (Cote d'Ivoire Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; GP2-delta]
Q66814	False	False	False	False	True	1	13.05952247393682	Filoviridae	Sudan ebolavirus (strain Boniface-76) (SEBOV) (Sudan Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; Shed GP (GP1,2-delta)]
P87666	False	False	False	False	True	1	12.4539885710542	Filoviridae	Zaire ebolavirus (strain Kikwit-95) (ZEBOV) (Zaire Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; Shed GP (GP1,2-delta)]
Q66798	False	False	False	False	True	1	13.092747287466318	Filoviridae	Sudan ebolavirus (strain Maleo-79) (SEBOV) (Sudan Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; Shed GP (GP1,2-delta)]
P0DSU6	False	True	False	True	False	2	10.89572601421368	Poxviridae	Variola virus	RNA helicase NPH-II (EC 3.6.4.13) (Nucleoside triphosphatase II) (NTPase II) (Nucleoside triphosphate phosphohydrolase II) (NPH II) (RNA helicase I8)
O57193	False	True	False	True	False	2	10.639103988695098	Poxviridae	Vaccinia virus (strain Ankara) (VACV)	RNA helicase NPH-II (EC 3.6.4.13) (Nucleoside triphosphatase II) (NTPase II) (Nucleoside triphosphate phosphohydrolase II) (NPH II) (RNA helicase I8)
Q9JFC3	False	True	False	True	False	2	10.333323754012989	Poxviridae	Vaccinia virus (strain Tian Tan) (VACV)	RNA helicase NPH-II (EC 3.6.4.13) (Nucleoside triphosphatase II) (NTPase II) (Nucleoside triphosphate phosphohydrolase II) (NPH II) (RNA helicase I8)
A0A7H0DN56	False	True	False	True	False	2	10.661780261802765	Poxviridae	Monkeypox virus (MPXV)	RNA helicase NPH-II (EC 3.6.4.13) (Nucleoside triphosphatase II) (NTPase II) (Nucleoside triphosphate phosphohydrolase II) (NPH II)
P20502	False	True	False	True	False	2	10.745028651544501	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	RNA helicase NPH-II (EC 3.6.4.13) (Nucleoside triphosphatase II) (NTPase II) (Nucleoside triphosphate phosphohydrolase II) (NPH II) (RNA helicase I8)
P0DSU5	False	True	False	False	False	1	11.262286627389907	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	RNA helicase NPH-II (EC 3.6.4.13) (Nucleoside triphosphatase II) (NTPase II) (Nucleoside triphosphate phosphohydrolase II) (NPH II) (RNA helicase I8)
NP_536496.1	False	True	False	True	False	2	10.354243589533862			
P10190	False	False	False	False	False	0	14.881747959364976	Orthoherpesviridae	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	Portal protein
P09292	False	False	False	False	False	0	17.573935354313587	Orthoherpesviridae	Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)	Capsid vertex component 1
Q91DD8	False	False	False	False	True	1	13.109048667014227	Filoviridae	Reston ebolavirus (strain Philippines-96) (REBOV) (Reston Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; Shed GP (GP1,2-delta)]
Q89853	False	False	False	False	True	1	12.9822189297059	Filoviridae	Reston ebolavirus (strain Siena/Philippine-92) (REBOV) (Reston Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; Shed GP (GP1,2-delta)]
Q66799	False	False	False	False	True	1	12.595790322359992	Filoviridae	Reston ebolavirus (strain Reston-89) (REBOV) (Reston Ebola virus)	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: GP1; GP2; Shed GP (GP1,2-delta)]
P89429	False	False	False	False	False	0	14.937407756938507	Orthoherpesviridae	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	Portal protein
P18356	False	False	False	False	True	1	14.765703485551475	Flaviviridae	Dengue virus type 2 (strain Thailand/PUO-218/1980) (DENV-2)	Genome polyprotein [Cleaved into: Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1)]
Q2HR71	False	True	False	True	False	2	9.684946124566665	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	Viral IRF2-like protein (vIRF-2)
P35253	False	False	False	False	False	0	13.43712566614045	Filoviridae	Lake Victoria marburgvirus (strain Musoke-80) (MARV) (Marburg virus (strain Kenya/Musoke/1980))	Envelope glycoprotein (GP1,2) (GP) (Virion spike glycoprotein) [Cleaved into: GP1; GP2]
Q6UY66	False	False	False	False	False	0	13.105873035390221	Filoviridae	Lake Victoria marburgvirus (strain Ozolin-75) (MARV) (Marburg virus (strain South Africa/Ozolin/1975))	Envelope glycoprotein (GP1,2) (GP) (Virion spike glycoprotein) [Cleaved into: GP1; GP2]
P36720	True	False	True	True	True	4	8.639251966910335	Papillomaviridae	Human papillomavirus type 10	Replication protein E1 (EC 5.6.2.4) (ATP-dependent helicase E1) (DNA 3'-5' helicase E1)
Q1PDC7	False	False	False	False	False	0	13.263113641203082	Filoviridae	Lake Victoria marburgvirus (strain Ravn-87) (MARV) (Marburg virus (strain Kenya/Ravn/1987))	Envelope glycoprotein (GP1,2) (GP) (Virion spike glycoprotein) [Cleaved into: GP1; GP2]
P35254	False	False	False	False	False	0	13.27730375439713	Filoviridae	Lake Victoria marburgvirus (strain Popp-67) (MARV) (Marburg virus (strain West Germany/Popp/1967))	Envelope glycoprotein (GP1,2) (GP) (Virion spike glycoprotein) [Cleaved into: GP1; GP2]
Q1PD50	False	False	False	False	False	0	13.560413208855397	Filoviridae	Lake Victoria marburgvirus (strain Angola/2005) (MARV)	Envelope glycoprotein (GP1,2) (GP) (Virion spike glycoprotein) [Cleaved into: GP1; GP2]
P17151	False	True	False	True	False	2	10.352766733781102	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Early phosphoprotein p84 [Cleaved into: p20; p26; p28]
Q6SW37	False	True	False	True	False	2	10.745793136449022	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Early phosphoprotein p84
Q98218	False	True	False	True	True	3	8.669212939456433	Poxviridae	Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)	RNA helicase NPH-II (EC 3.6.4.13) (Nucleoside triphosphatase II) (NTPase II) (Nucleoside triphosphate phosphohydrolase II) (NPH II)
P25939	False	False	False	False	False	0	14.49119810124968	Orthoherpesviridae	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	Tripartite terminase subunit 1
F5HGB6	False	False	False	True	False	1	11.197095234239656	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	Tripartite terminase subunit 3 (EC 3.1.-.-) (Terminase large subunit)
P03072	True	True	True	True	True	5	8.146069140885306	Polyomaviridae	JC polyomavirus (JCPyV) (JCV)	Large T antigen (LT) (LT-AG) (EC 5.6.2.4) (DNA 3'-5' helicase large T antigen)
Q89746	False	True	False	False	False	1	13.024809147871547	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Uncharacterized protein DR1
P03219	False	True	False	True	False	2	10.67780933827147	Orthoherpesviridae	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	Tripartite terminase subunit 3 (EC 3.1.-.-) (Terminase large subunit)
P52353	False	False	False	False	False	0	16.20605729881823	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	Envelope glycoprotein H (gH)
Q3KSR3	False	True	False	True	False	2	10.775161603665135	Orthoherpesviridae	Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4)	Tripartite terminase subunit 3 (EC 3.1.-.-) (Terminase large subunit)
P14999	True	False	True	False	True	3	8.491089162932195	Polyomaviridae	BK polyomavirus (strain AS) (BKPyV)	Large T antigen (LT) (LT-AG) (EC 5.6.2.4) (DNA 3'-5' helicase large T antigen)
F5HCV3	False	False	False	False	False	0	14.481008832377487	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	Replication and transcription activator (RTA) (EC 2.3.2.27)
Q6DNX8	False	False	False	False	True	1	14.618468614595026	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Hong Kong/37.4/2002 H5N1 genotype X2)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
P10231	False	True	False	False	False	1	13.22944480821956	Orthoherpesviridae	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	Tegument protein UL47 (82/81 kDa tegument protein) (VMW82/81) (VP13/14)
P08313	False	True	False	False	False	1	13.294179584295524	Orthoherpesviridae	Human herpesvirus 1 (strain F) (HHV-1) (Human herpes simplex virus 1)	Tegument protein UL47 (82/81 kDa tegument protein) (VMW82/81) (VP13/14)
Q82041	False	False	False	False	False	0	16.572907871537005	Sedoreoviridae	Rotavirus C (isolate RVC/Human/United Kingdom/Bristol/1989) (RV-C)	Protein VP3 [Includes: mRNA guanylyltransferase (EC 2.7.7.50); mRNA (guanine-N(7))-methyltransferase (EC 2.1.1.56)]
P68324	False	False	False	False	False	0	16.24535949350046	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Envelope glycoprotein H (gH)
P52543	False	False	False	False	False	0	16.88891063777551	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Envelope glycoprotein H (gH)
P03071	True	False	True	True	True	4	8.363893141421771	Polyomaviridae	BK polyomavirus (BKPyV) (Human polyomavirus 1)	Large T antigen (LT) (LT-AG) (EC 5.6.2.4) (DNA 3'-5' helicase large T antigen)
Q2HRD2	False	False	False	False	False	0	17.663514015679276	Orthoherpesviridae	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	Tripartite terminase subunit 1
P27588	False	False	False	False	False	0	15.869800221122764	Filoviridae	Lake Victoria marburgvirus (strain Musoke-80) (MARV) (Marburg virus (strain Kenya/Musoke/1980))	Nucleoprotein (Nucleocapsid protein) (Protein N)
Q6UY69	False	False	False	False	False	0	15.545182100938286	Filoviridae	Lake Victoria marburgvirus (strain Ozolin-75) (MARV) (Marburg virus (strain South Africa/Ozolin/1975))	Nucleoprotein (Nucleocapsid protein)
Q1PD53	False	False	False	False	False	0	15.738421042311861	Filoviridae	Lake Victoria marburgvirus (strain Angola/2005) (MARV)	Nucleoprotein (Nucleocapsid protein)
Q1PDD0	False	False	False	False	False	0	15.698380376071611	Filoviridae	Lake Victoria marburgvirus (strain Ravn-87) (MARV) (Marburg virus (strain Kenya/Ravn/1987))	Nucleoprotein (Nucleocapsid protein)
P35263	False	False	False	False	False	0	15.876593675957242	Filoviridae	Lake Victoria marburgvirus (strain Popp-67) (MARV) (Marburg virus (strain West Germany/Popp/1967))	Nucleoprotein (Nucleocapsid protein) (Protein N)
P89467	False	True	False	False	False	1	13.685050191295792	Orthoherpesviridae	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	Tegument protein UL47 (82/81 kDa tegument protein) (VMW82/81) (VP13/14)
NP_536564.1	False	True	False	True	False	2	12.074856503528284			
F5HBR4	False	False	False	False	False	0	15.020089789043283	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Portal protein
P16735	False	False	False	False	False	0	15.064689347658506	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Portal protein
P81780	False	True	False	True	False	2	12.217314755855439	Orthoherpesviridae	Human herpesvirus 2 (strain B4327UR) (HHV-2) (Human herpes simplex virus 2)	Envelope glycoprotein G (gG) (gG-2)
P13290	False	False	False	True	False	1	12.909032431685446	Orthoherpesviridae	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	Envelope glycoprotein G (gG) (gG-2)
Q6SWA3	False	False	False	False	False	0	13.403791582385022	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Protein UL29/28
C0H677	False	False	False	False	False	0	13.43913400013347	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Protein UL29/UL28
P89440	False	False	False	False	False	0	14.827246767407706	Orthoherpesviridae	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	Capsid vertex component 1
P34011	False	True	False	True	False	2	12.083244579838038	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	A-type inclusion protein A25 homolog (ATI)
P10201	False	False	False	False	False	0	14.336875551572376	Orthoherpesviridae	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	Capsid vertex component 1
P03231	False	False	False	False	False	0	17.055929957367134	Orthoherpesviridae	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	Envelope glycoprotein H (gH)
Q1HVD2	False	False	False	False	False	0	16.915265702866712	Orthoherpesviridae	Epstein-Barr virus (strain AG876) (HHV-4) (Human herpesvirus 4)	Envelope glycoprotein H (gH)
Q3KSQ3	False	False	False	False	False	0	17.01627182789039	Orthoherpesviridae	Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4)	Envelope glycoprotein H (gH)
P16788	False	False	False	False	False	0	13.008892561521005	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Serine/threonine protein kinase UL97 (EC 2.7.11.1) (Ganciclovir kinase) (HSRF3 protein)
O55778	False	False	False	False	False	0	14.792877827079	Paramyxoviridae	Hendra virus (isolate Horse/Autralia/Hendra/1994)	Phosphoprotein (Protein P)
Q68101	False	False	False	False	False	0	12.916915210975116	Orthoherpesviridae	Human cytomegalovirus (strain Towne) (HHV-5) (Human herpesvirus 5)	Serine/threonine protein kinase UL97 (EC 2.7.11.1) (Ganciclovir kinase)
Q6SW46	False	True	False	False	False	1	12.311359522430267	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Serine/threonine protein kinase UL97 (EC 2.7.11.1)
Q98277	False	False	False	False	False	0	17.67274852002174	Poxviridae	Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)	Early transcription factor 82 kDa subunit (ETF large subunit)
P16753	False	True	False	True	True	3	10.179490295332526	Orthoherpesviridae	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)	Capsid scaffolding protein (Protease precursor) (pPR) [Cleaved into: Assemblin (EC 3.4.21.97) (Protease) (Pr); Assembly protein (AP) (Capsid assembly protein)]
Q6SW62	False	True	False	True	True	3	9.45736015882973	Orthoherpesviridae	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)	Capsid scaffolding protein (Capsid protein P40) (Protease precursor) (pPR) [Cleaved into: Assemblin (EC 3.4.21.97) (Protease) (Pr); Assembly protein (AP) (Capsid assembly protein)]
Q9IK91	False	False	False	False	False	0	15.458436882684575	Paramyxoviridae	Nipah virus	Phosphoprotein (Protein P)
Q6I7C2	False	False	False	False	True	1	15.034048006197523	Orthomyxoviridae	Influenza C virus (strain C/Ann Arbor/1/1950)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
Q9IMP5	False	False	False	False	False	0	15.499500499932921	Orthomyxoviridae	Influenza C virus (strain C/Johannesburg/1/1966)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
P13878	False	False	False	False	False	0	15.30725589236838	Orthomyxoviridae	Influenza C virus (strain C/JJ/1950)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
Q6DNV6	False	False	False	False	True	1	14.509793385271744	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Shantou/4231/2003 H5N1 genotype V)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
Q6DNW3	False	False	False	False	True	1	14.356222879996306	Orthomyxoviridae	Influenza A virus (strain A/Teal/China/2978.1/2002 H5N1 genotype W)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
P30118	False	False	False	False	False	0	15.695132357490383	Orthoherpesviridae	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)	DNA helicase/primase complex-associated protein (HEPA) (Primase-associated factor)
A0A7H0DNA5	False	False	False	False	False	0	16.65716926633446	Poxviridae	Monkeypox virus (MPXV)	Early transcription factor 82 kDa subunit (ETF large subunit)
O57220	False	False	False	False	False	0	16.725058874168464	Poxviridae	Vaccinia virus (strain Ankara) (VACV)	Early transcription factor 82 kDa subunit (ETF large subunit) (VETF A7 subunit) (Vaccinia virus early transcription factor large subunit) (VETF large subunit)
P0DOU7	False	False	False	False	False	0	16.53044759667006	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Early transcription factor 82 kDa subunit (ETF large subunit) (VETF A7 subunit)
P20635	False	False	False	False	False	0	16.787019849029214	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Early transcription factor 82 kDa subunit (ETF large subunit) (VETF A7 subunit) (Vaccinia virus early transcription factor large subunit) (VETF large subunit)
Q9JF93	False	False	False	False	False	0	16.78987847406625	Poxviridae	Vaccinia virus (strain Tian Tan) (VACV)	Early transcription factor 82 kDa subunit (ETF large subunit) (VETF A7 subunit) (Vaccinia virus early transcription factor large subunit) (VETF large subunit)
NP_536545.1	False	False	False	False	False	0	16.471739035894387			
Q6J844	False	False	False	False	True	1	14.582683338699624	Orthomyxoviridae	Influenza A virus (strain A/Hong Kong/212/2003 H5N1 genotype Z+)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
P32536	True	False	True	False	True	3	9.385238008351962	Retroviridae	Human immunodeficiency virus type 2 subtype A (isolate ST/24.1C#2) (HIV-2)	Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120 (SU) (Glycoprotein 120) (gp120); Transmembrane protein gp41 (TM) (Glycoprotein 41) (gp41)]
Q9QB84	False	False	False	False	False	0	14.909242814099269	Poxviridae	Yaba monkey tumor virus (strain VR587) (YMTV)	Early transcription factor 82 kDa subunit (ETF large subunit)
P08314	False	False	False	False	False	0	14.35655532563132	Orthoherpesviridae	Human herpesvirus 1 (strain F) (HHV-1) (Human herpes simplex virus 1)	Tegument protein UL46 (Tegument protein VP11/12)
P03433	False	False	False	False	True	1	14.511364745653932	Orthomyxoviridae	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
Q5EP34	False	False	False	False	True	1	14.683911908816494	Orthomyxoviridae	Influenza A virus (strain A/Vietnam/1203/2004 H5N1)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
C3W5S0	False	False	False	False	True	1	14.832032919387206	Orthomyxoviridae	Influenza A virus (strain swl A/California/04/2009 H1N1)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
P15659	False	False	False	False	True	1	14.506706018654583	Orthomyxoviridae	Influenza A virus (strain A/Wilson-Smith/1933 H1N1) (Influenza A virus (strain A/WS/1933 H1N1))	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
A4GCI2	False	False	False	False	True	1	14.536398590742811	Orthomyxoviridae	Influenza A virus (strain A/Chile/1/1983 H1N1)	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)
