accession	label	split
sp|Q64PY9|DXR_BACFR	nonviral	val
sp|B2U2G8|MDTK_SHIB3	nonviral	train
sp|A2BV79|LEPA_PROM5	nonviral	test
sp|A5PK21|CKP2L_BOVIN	nonviral	train
sp|Q2S371|THIG_SALRD	nonviral	train
sp|Q39857|XTH1_SOYBN	nonviral	train
sp|Q8R9X8|SYW_CALS4	nonviral	train
sp|B6HYX9|DAPB_ECOSE	nonviral	train
sp|P45585|CU65_LOCMI	nonviral	train
sp|Q8X1T8|PNH2_PHOMI	nonviral	train
sp|B0BC73|RS10_CHLTB	nonviral	val
sp|O97960|ANDR_PAPHA	nonviral	train
sp|Q5ZL18|P20D1_CHICK	nonviral	train
sp|B2VHD6|RECA_ERWT9	nonviral	train
sp|Q89DJ1|KPRS_BRADU	nonviral	train
sp|A8GMY3|MNMA_RICAH	nonviral	train
sp|Q09578|COL75_CAEEL	nonviral	val
sp|Q4U2R6|RM51_HUMAN	nonviral	train
sp|Q5ZPR3|CD276_HUMAN	nonviral	val
sp|P97783|AF1Q_MOUSE	nonviral	train
sp|A0KIN6|GCH1_AERHH	nonviral	train
sp|A6L5H1|PYRDB_PHOV8	nonviral	train
sp|O14399|UBL1_SCHPO	nonviral	test
sp|Q3Z8Z6|ATPF_DEHM1	nonviral	train
sp|Q12E00|RL25_POLSJ	nonviral	train
sp|B9JG59|PCKA_RHIR8	nonviral	train
sp|Q64459|CP3AB_MOUSE	nonviral	train
sp|P0A571|ESXN_MYCBO	nonviral	train
sp|S8AWQ1|OPDO_PENO1	nonviral	val
sp|Q9ZM66|FTSH_HELPJ	nonviral	val
sp|Q06GS5|ATPA_PIPCE	nonviral	train
sp|O60341|KDM1A_HUMAN	nonviral	train
sp|P0DPV6|TXF3A_SCODE	nonviral	train
sp|Q9HC52|CBX8_HUMAN	nonviral	val
sp|Q1CKP3|MIAB_YERPN	nonviral	train
sp|Q3MA96|LSPA_TRIV2	nonviral	train
sp|Q31VW5|RS17_SHIBS	nonviral	train
sp|A3Q2B8|RNZ_MYCSJ	nonviral	test
sp|Q9LPM9|BCAT6_ARATH	nonviral	train
sp|A6LIV7|LPXK_PARD8	nonviral	test
sp|Q8FD87|PNP_ECOL6	nonviral	train
sp|Q0TPH6|YQGF_CLOP1	nonviral	train
sp|B5F1J1|METAS_SALA4	nonviral	test
sp|Q8A6L0|AGAL_BACTN	nonviral	train
sp|Q89U83|Y1534_BRADU	nonviral	train
sp|B4E7K9|RIMP_BURCJ	nonviral	val
sp|A9VGI1|Y767_BACMK	nonviral	test
sp|Q2GAF7|BIOB_NOVAD	nonviral	val
sp|Q93Z18|CKL3_ARATH	nonviral	train
sp|P42893|ECE1_RAT	nonviral	train
sp|Q9H496|IFG15_HUMAN	nonviral	train
sp|B6EIY1|IHFB_ALISL	nonviral	train
sp|Q8VCX2|S35H1_MOUSE	nonviral	train
sp|B1X9W3|ATPD_ECODH	nonviral	train
sp|B5XMM8|Y1309_STRPZ	nonviral	test
sp|G2Q9T3|LP9H_THET4	nonviral	train
sp|B3LGK5|RRG1_YEAS1	nonviral	test
sp|Q9SCJ4|KN8B_ARATH	nonviral	train
sp|B9J159|RS4_BACCQ	nonviral	train
sp|B8HMR4|RL14_CYAP4	nonviral	train
sp|P59692|SIVA_RAT	nonviral	val
sp|Q4UM43|SYE1_RICFE	nonviral	train
sp|Q0A788|NUON_ALKEH	nonviral	train
sp|B7V633|RL11_PSEA8	nonviral	test
sp|P50427|STS_MOUSE	nonviral	train
sp|B7MS49|PNCB_ECO81	nonviral	train
sp|Q5HVQ7|SYA_CAMJR	nonviral	train
sp|Q03357|MSXA_DANRE	nonviral	train
sp|P35552|FLPA_METVS	nonviral	train
sp|Q59742|CISY_RICJA	nonviral	train
sp|Q9SJ50|SL1_ARATH	nonviral	train
sp|A0ALZ0|RS7_LISW6	nonviral	test
sp|P75393|DLDH_MYCPN	nonviral	train
sp|Q8LX87|CYB_CEPGR	nonviral	test
sp|A5F549|RL3_VIBC3	nonviral	train
sp|B0UWE6|MLTC_HISS2	nonviral	train
sp|C6DI71|TATD_PECCP	nonviral	train
sp|Q60T34|SRA12_CAEBR	nonviral	test
sp|O57712|NSUN6_PYRHO	nonviral	val
sp|P55625|Y4QD_SINFN	nonviral	train
sp|Q2FM63|THIE_METHJ	nonviral	train
sp|Q324G2|GAL1_SHIBS	nonviral	train
sp|A7ZX67|RISB_ECOHS	nonviral	val
sp|J3KSC0|CR064_HUMAN	nonviral	val
sp|Q54H05|KINY_DICDI	nonviral	train
sp|Q6FZL2|EFTU2_BARQU	nonviral	test
sp|A0A1D8PK71|STM1_CANAL	nonviral	train
sp|Q04477|SPC24_YEAST	nonviral	val
sp|Q7TVQ7|Y3793_MYCBO	nonviral	test
sp|Q6GM29|SAC1_XENLA	nonviral	train
sp|Q8TEU8|WFKN2_HUMAN	nonviral	train
sp|A6TRS5|RL19_ALKMQ	nonviral	train
sp|Q5PJE7|LSRA_SALPA	nonviral	train
sp|P59023|DSC10_PANTR	nonviral	train
sp|P0AAV1|YBGE_ECOL6	nonviral	test
sp|Q0SFF2|RS7_RHOJR	nonviral	train
sp|B4RC43|FPG_PHEZH	nonviral	val
sp|Q3YV19|ARGE_SHISS	nonviral	train
sp|Q7T076|LSM11_XENLA	nonviral	train
sp|Q9LFF6|H2B8_ARATH	nonviral	test
sp|P10598|CASB_MOUSE	nonviral	train
sp|P66008|STHA_SALTY	nonviral	test
sp|J9U5U9|DAD2_PETHY	nonviral	train
sp|Q7UDT4|ARAA_SHIFL	nonviral	train
sp|Q12SW1|EFTU_SHEDO	nonviral	test
sp|B3CMP5|RPOZ_WOLPP	nonviral	train
sp|P23391|LACC_LACLL	nonviral	test
sp|O74489|QOR_SCHPO	nonviral	test
sp|P20303|GTR1_PIG	nonviral	train
sp|Q9PP99|ISPT_CAMJE	nonviral	train
sp|Q8JGR7|INT7_DANRE	nonviral	test
sp|Q3SZT7|CDC26_BOVIN	nonviral	train
sp|Q9H9Q4|NHEJ1_HUMAN	nonviral	val
sp|Q3B7L9|KRR1_BOVIN	nonviral	train
sp|Q4WRX4|DUS3_ASPFU	nonviral	val
sp|Q99NI4|IPMK_RAT	nonviral	train
sp|P00122|CY551_HALHA	nonviral	test
sp|A5GIN4|RNH2_SYNPW	nonviral	train
sp|Q8P8K3|PROA_XANCP	nonviral	train
sp|A4J137|RS11_DESRM	nonviral	train
sp|Q11XW1|Y465_CYTH3	nonviral	train
sp|Q1R185|KATG_CHRI1	nonviral	val
sp|Q9BPG2|CT53A_CONVE	nonviral	train
sp|Q6G8H6|PEPVL_STAAS	nonviral	test
sp|B8N7Z0|AGALD_ASPFN	nonviral	val
sp|A5IZI0|SSRP_MYCAP	nonviral	val
sp|B8JF04|RUVA_ANAD2	nonviral	test
sp|P51683|CCR2_MOUSE	nonviral	test
sp|C1CNP4|TILS_STRZT	nonviral	val
sp|Q13214|SEM3B_HUMAN	nonviral	test
sp|P0DA93|ENGB_STRPQ	nonviral	train
sp|Q6D1T8|RS16_PECAS	nonviral	test
sp|B2HQK1|ATPE_MYCMM	nonviral	train
sp|A6KYS6|LUXS_PHOV8	nonviral	val
sp|P0CM73|CHS7_CRYD3	nonviral	train
sp|P0AFH2|OPPB_ECOLI	nonviral	test
sp|B7H6U7|Y4063_BACC4	nonviral	train
sp|A4T623|Y1287_MYCGI	nonviral	train
sp|A1K3Z0|SYH_AZOSB	nonviral	train
sp|B4QC10|BRCA2_DROSI	nonviral	test
sp|Q8WTN9|CHSTF_NOTSL	nonviral	train
sp|A8Z6K1|TRPC_CAMC1	nonviral	train
sp|A6LTK6|ILVD_CLOB8	nonviral	test
sp|C5BFM7|Y1813_EDWI9	nonviral	train
sp|Q3JEP4|APT_NITOC	nonviral	val
sp|A6UWN1|PURP_META3	nonviral	train
sp|B1K0R9|RPIA_BURO0	nonviral	train
sp|A4Y049|RPPH_ECTM1	nonviral	val
sp|B8CPY7|FADI_SHEPW	nonviral	train
sp|A8A3R4|ENO_ECOHS	nonviral	train
sp|Q5F7D8|HISX_NEIG1	nonviral	train
sp|B7MCS9|RS3_ECO45	nonviral	train
sp|Q5HRK7|RS12_STAEQ	nonviral	test
sp|Q99944|EGFL8_HUMAN	nonviral	train
sp|P9WGP2|SECA2_MYCTO	nonviral	train
sp|Q2SS11|METK_MYCCT	nonviral	test
sp|Q3AFT7|PYRG_CARHZ	nonviral	train
sp|Q2S0T3|YBEY_SALRD	nonviral	test
sp|A5F6Z2|FADR_VIBC3	nonviral	train
sp|Q0G9S2|RK22_DAUCA	nonviral	val
sp|Q49V07|SP5G_STAS1	nonviral	train
sp|P28819|PABA_BACSU	nonviral	test
sp|Q8CPL5|THIO_STAES	nonviral	train
sp|O57406|CEL1A_XENLA	nonviral	test
sp|Q9CMR5|5DNU_PASMU	nonviral	train
sp|C1CSA7|RIMM_STRZT	nonviral	test
sp|P01995|HBA_PHACO	nonviral	train
sp|Q10735|PEPB_PIG	nonviral	test
sp|C6C1B0|RS4_MARSD	nonviral	train
sp|Q57682|Y229_METJA	nonviral	val
sp|Q0UAT0|FAL1_PHANO	nonviral	val
sp|B7UPK0|UBIC_ECO27	nonviral	train
sp|B2JFE0|CH60_PARP8	nonviral	val
sp|A7HL30|ACKA_FERNB	nonviral	val
sp|C8ZJB0|ASA1_YEAS8	nonviral	val
sp|P40463|VHS2_YEAST	nonviral	test
sp|Q8Y6D3|GATB_LISMO	nonviral	test
sp|Q3YZV0|ARND_SHISS	nonviral	val
sp|Q1LTL2|SERC_BAUCH	nonviral	train
sp|B0XEA7|EIF3K_CULQU	nonviral	test
sp|Q6NGR0|MIAB_CORDI	nonviral	train
sp|A5E8E3|COAA_BRASB	nonviral	train
sp|O29779|KORC_ARCFU	nonviral	train
sp|Q99VM2|SECA1_STAAM	nonviral	train
sp|Q9P840|YAE1_CANAL	nonviral	train
sp|Q1I6H8|PUR7_PSEE4	nonviral	val
sp|B0K0L3|Y1449_THEPX	nonviral	test
sp|B1LAG5|RNY_THESQ	nonviral	train
sp|B4UBA6|RL16_ANASK	nonviral	train
sp|Q9XJ60|MAD50_ORYSJ	nonviral	train
sp|A6UWV4|RL6_META3	nonviral	train
sp|A8F8Y7|RECF_BACP2	nonviral	val
sp|Q8N1E2|LYG1_HUMAN	nonviral	train
sp|C4KH32|ENO_SACI6	nonviral	val
sp|P15014|ATPL_RHORU	nonviral	train
sp|Q9ZW88|FBL34_ARATH	nonviral	train
sp|B7MNP5|CAIB_ECO81	nonviral	train
sp|A2RK17|TRPD_LACLM	nonviral	val
sp|Q8C1Z8|TM10A_MOUSE	nonviral	train
sp|Q6AZF8|HM20A_XENLA	nonviral	train
sp|Q2FF67|LEU1_STAA3	nonviral	val
sp|Q290A8|KAD2_DROPS	nonviral	train
sp|Q14K07|ATPG_FRAT1	nonviral	test
sp|Q863B7|SRY_ELADA	nonviral	train
sp|A1R030|SYC_BORT9	nonviral	train
sp|Q8FAW3|YJDP_ECOL6	nonviral	test
sp|Q63XL1|Y529_BURPS	nonviral	train
sp|A8FAD5|PDXS_BACP2	nonviral	val
sp|B2HEN2|FBIA_MYCMM	nonviral	train
sp|P35646|ECPB_EIKCO	nonviral	train
sp|P67084|PLPHP_MYCBO	nonviral	train
sp|Q6ZKV8|BIODA_ORYSJ	nonviral	val
sp|A0A5P3XKL3|ORFX3_PARBF	nonviral	test
sp|P46788|RL18_STRCO	nonviral	train
sp|Q8Y0X8|HLDD_RALN1	nonviral	train
sp|B1ICM9|GUAA_STRPI	nonviral	train
sp|P0C7T6|ATX1L_MOUSE	nonviral	val
sp|Q28427|RHLD_GORGO	nonviral	train
sp|Q3K2M4|EX7L_STRA1	nonviral	test
sp|Q886Z0|ISPG_PSESM	nonviral	train
sp|A2QJZ4|ESF2_ASPNC	nonviral	test
sp|O48651|SQE1_PANGI	nonviral	val
sp|Q9HNV0|COFC_HALSA	nonviral	test
sp|Q820D5|RPOZ_TROWT	nonviral	train
sp|Q07472|MADS1_PETHY	nonviral	train
sp|B1VYZ6|GPDA_STRGG	nonviral	val
sp|Q1INP0|MURI_KORVE	nonviral	test
sp|C4KZM8|RL30_EXISA	nonviral	test
sp|Q58998|RPIA_METJA	nonviral	test
sp|I1Z695|EREC2_ORYSJ	nonviral	test
sp|P55562|Y4MC_SINFN	nonviral	train
sp|Q8XZ23|IHFA_RALN1	nonviral	train
sp|P53219|IMO32_YEAST	nonviral	val
sp|Q814H1|PURA_BACCR	nonviral	train
sp|A7GEN6|MSRA_CLOBL	nonviral	test
sp|P0C583|SAR1_NEUCR	nonviral	train
sp|Q2YLJ0|RLMH_BRUA2	nonviral	val
sp|P0DC47|MURA2_STRPQ	nonviral	test
sp|Q5E946|PARK7_BOVIN	nonviral	train
sp|Q6Y288|B3GLT_HUMAN	nonviral	train
sp|Q9PIW1|MNTP_CAMJE	nonviral	train
sp|Q05915|GCH1_MOUSE	nonviral	val
sp|A6U5Z0|IF1_SINMW	nonviral	train
sp|Q5FVM5|CR3L3_RAT	nonviral	train
sp|P0C2N1|YOPT1_YEREN	nonviral	val
sp|Q10149|YAT2_SCHPO	nonviral	train
sp|P87173|LSM1_SCHPO	nonviral	train
sp|B1YWF2|SYDND_BURA4	nonviral	train
sp|Q32JJ4|CLPX_SHIDS	nonviral	test
sp|P0A1Q6|HEM1_SALTY	nonviral	train
sp|Q09268|YQDA_CAEEL	nonviral	train
sp|Q6GDN3|SSAA1_STAAR	nonviral	train
sp|Q8FPC1|FTSK_COREF	nonviral	train
sp|P41231|P2RY2_HUMAN	nonviral	val
sp|B2KAA0|URED_YERPB	nonviral	val
sp|Q32NY4|CNNM3_MOUSE	nonviral	val
sp|Q9WVR7|PPM1F_RAT	nonviral	val
sp|Q2LR47|MURC_SYNAS	nonviral	train
sp|Q7VP38|SYR_HAEDU	nonviral	train
sp|Q9C699|RLP7_ARATH	nonviral	val
sp|Q8YPI7|RL29_NOSS1	nonviral	train
sp|Q4UNA8|TRMD_RICFE	nonviral	train
sp|Q87TQ5|RECF_VIBPA	nonviral	train
sp|P0DJO5|KA15S_CHATC	nonviral	val
sp|C6DK97|MNME_PECCP	nonviral	train
sp|A9MCZ4|SLYX_BRUC2	nonviral	val
sp|A1S4B6|NRDR_SHEAM	nonviral	test
sp|B4S5A3|RS11_PROA2	nonviral	train
sp|B1ITK0|YCIC_ECOLC	nonviral	val
sp|Q9WV04|KIF9_MOUSE	nonviral	train
sp|C1B1D9|LPQB_RHOOB	nonviral	train
sp|B1AIV8|IF2_UREP2	nonviral	val
sp|O28439|NADC_ARCFU	nonviral	train
sp|P29449|TRXH1_TOBAC	nonviral	test
sp|B2TTU8|COAD_SHIB3	nonviral	train
sp|B0K5G7|RL7_THEPX	nonviral	val
sp|Q5WB82|MURA1_SHOC1	nonviral	train
sp|P24042|REP5_ECOLX	nonviral	train
sp|B4GU19|RTEL1_DROPE	nonviral	train
sp|Q6LUS3|GSA_PHOPR	nonviral	val
sp|A9ULY7|IFT57_XENLA	nonviral	val
sp|A1K5J1|SYE_AZOSB	nonviral	train
sp|B1MXG8|WHIA_LEUCK	nonviral	test
sp|Q4R5K7|RM49_MACFA	nonviral	train
sp|A6MMR4|CCSA_DIOEL	nonviral	val
sp|Q8M9U7|RK2_CHAGL	nonviral	val
sp|Q8FP78|RLMN_COREF	nonviral	test
sp|P06586|RR3_MAIZE	nonviral	test
sp|Q98PY8|RS3_MYCPU	nonviral	train
sp|Q07E00|CAZA2_ORNAN	nonviral	train
sp|B1JHP7|RL31B_YERPY	nonviral	train
sp|B4HMY3|EIF3C_DROSE	nonviral	train
sp|Q5XEZ1|B3GT9_ARATH	nonviral	train
sp|Q04KL8|CAPP_STRP2	nonviral	train
sp|Q817W4|RUVB_BACCR	nonviral	train
sp|Q5ZI42|MCTS1_CHICK	nonviral	train
sp|P0A537|CULP3_MYCBO	nonviral	train
sp|Q8ZBJ8|SPEE_YERPE	nonviral	train
sp|B0KLW8|SYS_PSEPG	nonviral	test
sp|B3R1N9|SYE_CUPTR	nonviral	train
sp|A3CXM8|EF2_METMJ	nonviral	val
sp|A6QR56|A16A1_BOVIN	nonviral	test
sp|C5D3U3|RS11_GEOSW	nonviral	train
sp|Q8P3W6|AROE_XANCP	nonviral	train
sp|A5EIC0|NDK_BRASB	nonviral	train
sp|B1LMK5|DNLJ_ECOSM	nonviral	train
sp|P95578|RIMP_PSEU2	nonviral	train
sp|A6NJG2|SWAHD_HUMAN	nonviral	val
sp|B4Q865|PESC_DROSI	nonviral	train
sp|P37034|Y1691_LEGPH	nonviral	train
sp|A8SEA7|NDHK_CERDE	nonviral	train
sp|P21470|RS9_BACSU	nonviral	train
sp|C0MEY7|Y914_STRS7	nonviral	test
sp|B3PCR4|PAND_CELJU	nonviral	val
sp|Q29221|CAZA2_PIG	nonviral	train
sp|P43338|NUDL_KLEAE	nonviral	train
sp|B1KLC1|GUAA_SHEWM	nonviral	train
sp|Q5YYA4|SYY_NOCFA	nonviral	train
sp|Q0BK40|GATA_FRATO	nonviral	train
sp|C1FP16|RS6_CLOBJ	nonviral	test
sp|A3CW67|PYRI_METMJ	nonviral	train
sp|Q6LLZ0|AROQ_PHOPR	nonviral	train
sp|B9MKG1|KAD_CALBD	nonviral	train
sp|Q55E98|Y9332_DICDI	nonviral	val
sp|A4G9Q2|MSRQ_HERAR	nonviral	train
sp|Q485J2|RISB_COLP3	nonviral	train
sp|Q5R7Q4|RFA1_PONAB	nonviral	test
sp|Q2G023|SSRP_STAA8	nonviral	val
sp|A8Z1S8|UVRC_STAAT	nonviral	train
sp|Q5X6L7|DAPE_LEGPA	nonviral	val
sp|A9N2D7|CYSC_SALPB	nonviral	train
sp|A9VWV8|DDL_METEP	nonviral	train
sp|Q9D198|SYF2_MOUSE	nonviral	val
sp|A8GPB1|UBIG_RICAH	nonviral	train
sp|O31967|YOMQ_BACSU	nonviral	train
sp|Q8TCT8|SPP2A_HUMAN	nonviral	val
sp|A1KUI0|GATB_NEIMF	nonviral	train
sp|Q508M6|CYB_DIPIN	nonviral	test
sp|P26851|NU4LM_MARPO	nonviral	train
sp|B1J6S8|NUOK_PSEPW	nonviral	val
sp|P14198|AAC4_DICDI	nonviral	test
sp|B9E8U9|PTH_MACCJ	nonviral	val
sp|Q9HMQ3|ARLY_HALSA	nonviral	train
sp|Q4R4X3|SV2A_MACFA	nonviral	train
sp|A0L1M7|TATA_SHESA	nonviral	train
sp|Q55AP3|GRLO_DICDI	nonviral	test
sp|Q5BA88|PLYD_EMENI	nonviral	train
sp|O34843|SIGO_BACSU	nonviral	val
sp|C0Q079|RHMA_SALPC	nonviral	train
sp|A7YWM1|GGT6_BOVIN	nonviral	train
sp|A4VKA4|FADA_STUS1	nonviral	train
sp|O26683|THPR_METTH	nonviral	test
sp|Q10156|LKH1_SCHPO	nonviral	train
sp|Q9T0K2|C71AK_ARATH	nonviral	train
sp|A0K960|KDPC_BURCH	nonviral	train
sp|I7HJS4|ZN683_MOUSE	nonviral	train
sp|A3MYL5|ACYP_ACTP2	nonviral	train
sp|P07063|PSBA_MICDP	nonviral	train
sp|Q87SX9|CYSN_VIBPA	nonviral	val
sp|Q9P326|PRO1_NEUCR	nonviral	train
sp|A8Y9T3|GVPF_MICA7	nonviral	train
sp|B7LNG2|XGPT_ESCF3	nonviral	train
sp|B2SXA0|UBIA_PARPJ	nonviral	train
sp|O66418|YZ27_AQUAE	nonviral	test
sp|Q0TAW1|RBSD_ECOL5	nonviral	train
sp|A9LZH6|SYE_NEIM0	nonviral	train
sp|Q9V0N5|DHYS_PYRAB	nonviral	train
sp|Q7LZK8|SLB_BITAR	nonviral	train
sp|P04168|HIP1_HALHA	nonviral	train
sp|Q9SAY1|SUT11_ARATH	nonviral	train
sp|B2A6B5|RL27_NATTJ	nonviral	train
sp|P10173|FUMH_PIG	nonviral	train
sp|Q7DDT4|RL16_NEIMB	nonviral	test
sp|P31285|WNT3A_XENLA	nonviral	test
sp|P66508|RS20_NEIMB	nonviral	train
sp|A7TGQ2|OAF3_VANPO	nonviral	test
sp|B0RY32|OBG_XANCB	nonviral	val
sp|B1XJF0|TSAD_PICP2	nonviral	val
sp|Q75HX5|TLP8_ORYSJ	nonviral	test
sp|Q2FEB0|NART_STAA3	nonviral	train
sp|Q8CQN7|THLA_STAES	nonviral	train
sp|Q5ARP5|AGALG_EMENI	nonviral	train
sp|P15177|TRAT4_ECOLX	nonviral	train
sp|Q9HNE2|AATF_HALSA	nonviral	test
sp|Q8ZLL3|KEFB_SALTY	nonviral	val
sp|B7LRJ1|NANE_ESCF3	nonviral	train
sp|A4VQH8|Y3601_STUS1	nonviral	train
sp|O74954|CBF11_SCHPO	nonviral	val
sp|B7FF67|SNTAN_CHICK	nonviral	train
sp|Q1GK27|RL16_RUEST	nonviral	test
sp|B5LUQ4|FALX1_LITFA	nonviral	train
sp|A8A7Q7|PSD_ECOHS	nonviral	test
sp|P9WMY9|GLGSY_MYCTU	nonviral	train
sp|Q31PV6|RS10_SYNE7	nonviral	val
sp|P16406|AMPE_MOUSE	nonviral	val
sp|B7M9Z6|SLYA_ECO45	nonviral	train
sp|Q9FM99|ATCA8_ARATH	nonviral	train
sp|P12695|ODP2_YEAST	nonviral	val
sp|B6JGU7|CLPP_AFIC5	nonviral	val
sp|P45532|TUSD_ECOLI	nonviral	train
sp|B7K1U3|BIOB_RIPO1	nonviral	train
sp|Q2XXQ4|CRVP3_DISTY	nonviral	train
sp|Q5REC9|RAB8B_PONAB	nonviral	train
sp|Q67NC2|ARGR_SYMTH	nonviral	val
sp|Q8EDW4|CLPS_SHEON	nonviral	train
sp|P50554|GABT_RAT	nonviral	train
sp|Q74ZU6|ARX1_EREGS	nonviral	val
sp|B3Q8C2|HIS7_RHOPT	nonviral	val
sp|Q03050|PAU10_YEAST	nonviral	train
sp|A5N4N5|RL11_CLOK5	nonviral	train
sp|B8NMR5|BGLG_ASPFN	nonviral	val
sp|Q028S4|MTNA_SOLUE	nonviral	train
sp|B8D825|RS4_BUCAT	nonviral	test
sp|B7VBC3|CYSH_PSEA8	nonviral	test
sp|Q8C4X1|CENPX_MOUSE	nonviral	test
sp|P06337|IGHM_MESAU	nonviral	test
sp|A7Z8B5|AMPA_BACVZ	nonviral	train
sp|Q3KR53|GPBL1_RAT	nonviral	test
sp|Q0BI80|PUR9_BURCM	nonviral	test
sp|Q5E743|RIMK_ALIF1	nonviral	train
sp|Q0A4L5|YIDC_ALKEH	nonviral	train
sp|C4K0F3|RS15_RICPU	nonviral	val
sp|Q1BZ73|DAPB_BURO1	nonviral	val
sp|C5A093|GLPK_ECOBW	nonviral	train
sp|Q8FK04|CITG_ECOL6	nonviral	test
sp|Q128B2|PHNW1_POLSJ	nonviral	train
sp|Q3AFJ7|NDK_CARHZ	nonviral	test
sp|B3DV36|BIOB_METI4	nonviral	train
sp|A9ANP0|KHSE_BURM1	nonviral	train
sp|P01647|KV5AE_MOUSE	nonviral	train
sp|O70302|CIDEA_MOUSE	nonviral	train
sp|Q0CCL1|RSP5_ASPTN	nonviral	train
sp|Q9GMT4|MDGA2_MACFA	nonviral	test
sp|Q68XY2|SECF_RICTY	nonviral	val
sp|Q6D4H1|RL20_PECAS	nonviral	val
sp|P85498|ITRA_ALBKA	nonviral	train
sp|Q8YG99|AMPA_BRUME	nonviral	train
sp|A9M5C1|CLPX_BRUC2	nonviral	test
sp|Q84KG5|CCD_CROSA	nonviral	train
sp|A3MHN9|KCY_BURM7	nonviral	train
sp|Q8X5K0|MHPC_ECO57	nonviral	train
sp|P0DUZ7|APOE_PERLE	nonviral	train
sp|Q2W3L4|BIOB_PARM1	nonviral	val
sp|Q500S4|HEM6_PSEU2	nonviral	test
sp|Q3ZJ10|CYB6_TUPAK	nonviral	train
sp|Q8Z5J6|HIS2_SALTI	nonviral	train
sp|Q9HXQ6|XERD_PSEAE	nonviral	train
sp|A3D8R4|RL13_SHEB5	nonviral	train
sp|P9WNU4|DPO1_MYCTO	nonviral	train
sp|P38625|GUAA_YEAST	nonviral	train
sp|O52069|FLIF_BRUAB	nonviral	test
sp|Q5XE86|ACKA_STRP6	nonviral	train
sp|Q7U3P1|DNLJ_PARMW	nonviral	train
sp|M1VV66|TCPD_CLAP2	nonviral	test
sp|Q4VZG9|ATPE_CUCSA	nonviral	train
sp|A0A1L9WQQ1|ACRE_ASPA1	nonviral	val
sp|P9WM66|INLPD_MYCTO	nonviral	train
sp|Q2FH65|TRPF_STAA3	nonviral	train
sp|Q3S2Y2|GTFA_STRAG	nonviral	train
sp|Q4G347|RPOA_EMIHU	nonviral	train
sp|A0QVY8|NRDR_MYCS2	nonviral	train
sp|Q7TX14|NUDC_MYCBO	nonviral	val
sp|A6LJR3|ATPA_THEM4	nonviral	train
sp|Q2NZ83|GLYA_XANOM	nonviral	train
sp|Q2YAV0|HIS6_NITMU	nonviral	train
sp|A8M530|RS10_SALAI	nonviral	val
sp|B5F9P9|PYRB_ALIFM	nonviral	train
sp|Q8TV34|DUT_METKA	nonviral	train
sp|P62164|GERPA_BACAN	nonviral	train
sp|P66656|RIMM_STAAN	nonviral	test
sp|P0DA68|DNAA_STRP3	nonviral	train
sp|B4UDQ3|PYRB_ANASK	nonviral	val
sp|Q9JHH5|CXL11_MOUSE	nonviral	val
sp|B4SQQ0|KDSB_STRM5	nonviral	train
sp|Q6GKM5|YM4C6_STAAR	nonviral	val
sp|P47438|IF3_MYCGE	nonviral	train
sp|P11450|FCP3C_DROME	nonviral	test
sp|B5VQH0|BLH1_YEAS6	nonviral	train
sp|B1JDW1|RL2_PSEPW	nonviral	test
sp|Q59829|CYSA_STRCO	nonviral	train
sp|C5CGQ6|RL29_KOSOT	nonviral	test
sp|C4XHQ9|ISPE_SOLM1	nonviral	test
sp|O54281|MECI_MAMSC	nonviral	test
sp|Q8KAN3|GCSPB_CHLTE	nonviral	train
sp|Q6MTI4|RLMH_MYCMS	nonviral	train
sp|Q5WIF2|NTDP_SHOC1	nonviral	train
sp|Q07167|SM16_SCHMA	nonviral	val
sp|P77699|TFAD_ECOLI	nonviral	val
sp|P51606|RENBP_HUMAN	nonviral	train
sp|A0QGK3|PHK_MYCA1	nonviral	val
sp|Q65GP5|RUVA_BACLD	nonviral	train
sp|Q8RI59|THIE_FUSNN	nonviral	test
sp|Q08IC0|KGSD2_AZOBR	nonviral	train
sp|S3D9F9|GLOC_GLAL2	nonviral	test
sp|Q5PM99|LIPB_SALPA	nonviral	test
sp|P25283|MTG2_AVIVO	nonviral	train
sp|Q82Y57|CLPP_NITEU	nonviral	val
sp|P0AD20|YOHK_SHIFL	nonviral	train
sp|Q23430|ILB4_CAEEL	nonviral	val
sp|P12831|CYC_SARPE	nonviral	train
sp|Q97P44|Y1800_STRPN	nonviral	test
sp|S0DLN7|APF12_GIBF5	nonviral	train
sp|Q88VL0|AROC_LACPL	nonviral	train
sp|P9WPF5|PKS10_MYCTU	nonviral	val
sp|P57907|ARGC_PASMU	nonviral	val
sp|C1F0N3|ATPL_BACC3	nonviral	val
sp|A8ZNS3|ATPF3_ACAM1	nonviral	train
sp|Q4WHW0|TPS1B_ASPFU	nonviral	val
sp|A7MYW9|SFSA_VIBC1	nonviral	test
sp|Q8TJZ8|CFBD_METAC	nonviral	train
sp|A8ERK3|NUON_ALIB4	nonviral	train
sp|A9R2M7|SYM_YERPG	nonviral	test
sp|A4W3W3|ILVD_STRS2	nonviral	train
sp|Q92QB5|HIS3_RHIME	nonviral	train
sp|Q9QXK7|CPSF3_MOUSE	nonviral	val
sp|B8CR48|HIS1_SHEPW	nonviral	train
sp|A0PME8|CH10_MYCUA	nonviral	test
sp|P0A056|KDPA2_STAAM	nonviral	train
sp|Q54FG4|RABP_DICDI	nonviral	train
